employee_id,age,gender,marital_status,education_level,years_of_experience,job_role,department,job_level,employment_type,work_location,reporting_manager_score,monthly_income,bonus_percentage,stock_option_level,benefits_satisfaction,performance_rating,projects_completed,average_work_hours,absenteeism_days,promotion_last_2yrs,job_satisfaction,work_life_balance,engagement_score,training_hours,internal_mobility,tenure_years,time_since_last_promotion,time_in_current_role,attrition_status
E00754,39,Male,Single,Diploma,11.9,Engineer,HR,Senior,Contract,Remote,4.6,118944,9.51,Medium,2,2,2,30.9,15,No,2,1,92.93,61,No,15.6,55,34,Left
E00755,57,Female,Married,Master,2.6,Analyst,HR,Senior,Contract,Onsite,5.3,21183,10.41,None,2,5,3,68.2,14,Yes,1,4,19.53,49,No,5.9,15,55,Stayed
E00756,43,Female,Single,High School,16.9,HR,IT,Mid,Contract,Remote,2.2,88469,2.99,Low,5,5,0,33.4,6,Yes,5,2,62.5,45,Yes,18.9,49,31,Left
E00757,55,Male,Married,High School,9.8,Manager,IT,Executive,Contract,Hybrid,5.5,74417,29.69,None,1,2,8,42.3,14,Yes,1,3,40.76,25,No,1.9,35,9,Stayed
E00758,29,Female,Married,PhD,25.2,HR,Finance,Executive,Full-time,Remote,2.6,121866,24.79,Low,5,1,13,41.9,9,No,5,3,87.99,8,Yes,13.0,7,32,Stayed
E00759,40,Female,Single,High School,33.5,Sales,Operations,Executive,Contract,Remote,4.3,92914,17.16,Low,5,5,2,59.3,8,No,3,3,11.2,13,No,16.0,1,15,Stayed
E00760,58,Female,Single,PhD,24.3,Engineer,Operations,Mid,Full-time,Hybrid,5.4,89126,23.16,Medium,5,5,11,56.8,18,Yes,1,3,79.04,84,No,11.2,56,22,Stayed
E00761,27,Female,Married,Bachelor,31.1,Consultant,HR,Executive,Full-time,Hybrid,9.5,132292,23.31,Low,3,5,12,32.5,11,No,3,2,24.77,10,No,0.7,28,29,Stayed
E00762,47,Female,Married,Diploma,16.1,Analyst,HR,Executive,Full-time,Remote,6.6,38847,19.7,High,2,1,11,36.0,12,No,2,4,90.1,77,Yes,18.6,23,45,Left
E00763,55,Female,Married,Bachelor,27.1,Sales,HR,Senior,Full-time,Remote,4.3,69613,5.22,None,2,3,9,42.8,13,No,2,5,51.61,32,Yes,12.6,57,7,Stayed
E00764,27,Female,Married,PhD,29.6,HR,Sales,Mid,Full-time,Remote,2.0,117972,21.61,High,1,3,11,58.2,0,Yes,2,4,25.5,39,No,19.3,56,0,Left
E00765,58,Male,Married,Master,25.0,Manager,Operations,Senior,Contract,Remote,7.7,16293,17.09,High,2,1,5,67.2,1,Yes,3,5,83.61,26,No,5.2,51,8,Stayed
E00766,54,Male,Married,Master,18.0,Sales,IT,Entry,Full-time,Remote,5.2,91487,21.72,Medium,1,1,14,42.6,19,No,1,1,55.28,39,Yes,8.9,55,32,Stayed
E00767,43,Female,Single,Bachelor,22.1,Manager,HR,Executive,Full-time,Hybrid,1.6,91119,16.3,High,1,2,0,51.0,12,No,5,3,15.54,23,Yes,7.4,33,15,Stayed
E00768,42,Female,Married,Master,24.7,Manager,Finance,Entry,Full-time,Remote,6.9,143834,28.69,Medium,2,2,12,44.9,2,No,5,1,12.95,53,No,15.6,42,3,Stayed
E00769,27,Female,Married,PhD,9.2,Analyst,IT,Executive,Contract,Hybrid,4.2,98118,18.81,None,5,2,4,53.1,2,No,1,3,32.82,14,Yes,10.0,35,41,Stayed
E00770,27,Male,Single,Diploma,28.4,Manager,IT,Entry,Contract,Onsite,4.6,105581,17.21,None,5,3,10,55.1,8,Yes,4,5,74.23,68,Yes,6.6,59,50,Stayed
E00771,25,Male,Married,High School,33.3,Manager,IT,Senior,Contract,Onsite,8.5,69159,25.28,Medium,3,4,9,50.7,18,Yes,5,3,49.08,71,Yes,3.5,6,6,Left
E00772,51,Female,Married,PhD,16.6,HR,Operations,Mid,Contract,Remote,2.2,36318,11.38,Low,1,5,4,45.6,18,Yes,5,3,57.37,72,Yes,9.5,13,29,Stayed
E00773,32,Male,Single,PhD,24.7,Analyst,HR,Entry,Full-time,Onsite,4.1,38313,9.47,Medium,4,2,10,65.2,0,Yes,1,4,22.25,69,No,18.5,22,2,Stayed
E00774,51,Female,Married,High School,25.9,Consultant,Finance,Senior,Full-time,Hybrid,4.3,42161,15.1,Medium,4,5,4,62.1,14,Yes,1,4,74.82,15,No,10.8,42,53,Left
E00775,52,Female,Single,High School,23.3,Consultant,Sales,Entry,Full-time,Onsite,1.0,131965,17.53,High,2,1,0,69.9,4,Yes,1,4,42.51,69,Yes,1.9,53,6,Stayed
E00776,45,Female,Married,Diploma,19.4,Manager,Finance,Entry,Full-time,Onsite,8.6,74073,6.61,None,2,3,6,46.5,10,No,4,1,40.14,35,No,14.9,59,25,Stayed
E00777,30,Female,Single,Diploma,30.9,Sales,Finance,Mid,Full-time,Hybrid,8.5,54041,20.47,None,4,2,4,31.5,2,Yes,3,2,62.37,41,Yes,14.7,5,39,Stayed
E00778,24,Female,Single,Diploma,16.0,Engineer,Finance,Senior,Contract,Remote,7.0,42250,24.07,None,3,4,0,56.1,11,No,2,5,78.89,19,Yes,1.2,0,23,Stayed
E00779,52,Female,Single,Master,2.6,Analyst,Sales,Mid,Full-time,Hybrid,9.1,23357,17.32,Medium,1,3,7,61.3,3,No,3,1,12.17,17,No,12.6,36,57,Left
E00780,58,Female,Married,PhD,29.6,Engineer,Finance,Executive,Contract,Hybrid,3.5,87952,15.69,Medium,1,1,5,67.5,2,Yes,3,4,14.41,79,No,18.8,43,15,Stayed
E00781,57,Male,Married,High School,23.8,Analyst,Finance,Mid,Full-time,Remote,3.0,58689,8.84,None,2,5,6,30.4,12,Yes,1,4,18.64,12,Yes,16.8,17,33,Stayed
E00782,45,Female,Single,PhD,29.8,Analyst,HR,Mid,Contract,Hybrid,1.6,49459,27.29,Medium,2,3,3,65.2,1,No,1,2,86.15,14,No,19.0,35,49,Stayed
E00783,52,Male,Single,PhD,5.3,HR,HR,Entry,Contract,Remote,6.3,69544,22.63,None,5,5,0,50.7,14,No,1,1,86.98,34,No,2.9,42,7,Left
E00784,27,Female,Married,Diploma,1.6,Manager,HR,Entry,Contract,Hybrid,5.5,60298,14.41,High,3,2,7,45.0,4,Yes,2,4,67.46,73,Yes,4.6,57,47,Stayed
E00785,23,Female,Married,Diploma,32.7,HR,IT,Entry,Full-time,Onsite,8.3,17305,19.77,High,1,1,13,38.9,2,No,3,3,14.13,43,No,4.7,26,56,Stayed
E00786,41,Male,Married,PhD,5.6,Sales,Finance,Senior,Contract,Remote,5.3,72186,10.11,Medium,5,4,0,62.6,8,No,2,5,77.58,19,No,18.3,27,30,Stayed
E00787,49,Male,Married,Diploma,28.4,Engineer,Operations,Mid,Full-time,Remote,2.8,114435,1.79,Low,4,3,8,44.5,8,Yes,5,1,88.09,94,No,7.2,14,20,Stayed
E00788,32,Female,Married,Master,28.9,Engineer,Operations,Executive,Full-time,Onsite,8.3,114948,6.12,None,5,5,5,54.2,19,Yes,3,3,92.38,15,Yes,8.3,6,10,Stayed
E00789,25,Male,Single,High School,25.0,Consultant,Operations,Entry,Contract,Onsite,5.1,96121,2.38,High,4,1,4,50.5,8,No,2,1,82.22,97,No,17.5,0,29,Left
E00790,36,Female,Married,PhD,5.0,Sales,Sales,Executive,Contract,Remote,9.6,69414,15.25,Low,4,1,13,40.5,3,Yes,2,1,50.37,7,No,12.8,33,29,Left
E00791,27,Female,Single,High School,23.5,Sales,HR,Mid,Contract,Onsite,5.8,118500,18.66,High,1,2,1,61.5,3,No,4,4,51.29,58,No,8.2,51,50,Stayed
E00792,51,Male,Married,Master,31.2,HR,HR,Mid,Contract,Hybrid,2.1,82621,11.41,None,5,3,13,41.9,1,Yes,2,2,54.74,14,Yes,1.9,3,10,Stayed
E00793,59,Male,Single,Diploma,15.2,HR,HR,Mid,Full-time,Hybrid,8.7,27679,15.9,None,1,2,7,61.5,14,No,2,3,52.65,70,Yes,1.3,31,54,Left
E00794,23,Male,Single,Bachelor,14.8,Sales,Sales,Executive,Full-time,Hybrid,8.9,110675,2.56,High,3,2,8,46.4,14,No,4,4,56.28,66,Yes,6.6,42,50,Stayed
E00795,36,Male,Married,Master,15.8,HR,Finance,Executive,Full-time,Onsite,5.0,130024,23.1,Medium,3,2,14,31.2,16,Yes,2,5,17.34,84,Yes,6.2,45,51,Stayed
E00796,32,Female,Single,Bachelor,3.3,Consultant,IT,Executive,Contract,Onsite,1.2,112945,0.98,None,3,1,2,60.7,9,Yes,3,4,83.32,68,No,13.4,19,37,Stayed
E00797,29,Male,Single,High School,31.3,HR,HR,Mid,Contract,Onsite,1.3,140062,19.03,Low,3,5,12,66.0,3,Yes,1,1,10.26,30,Yes,9.2,8,11,Stayed
E00798,47,Male,Single,PhD,30.5,HR,Finance,Mid,Contract,Remote,4.2,65411,13.0,Low,4,5,9,34.8,12,Yes,3,3,12.8,21,No,13.8,5,25,Stayed
E00799,26,Male,Single,Diploma,34.9,Sales,Operations,Entry,Contract,Hybrid,7.4,73402,5.51,Medium,3,4,14,53.4,5,Yes,1,5,12.39,12,Yes,7.0,57,41,Stayed
E00800,27,Male,Married,Master,20.7,Sales,IT,Senior,Full-time,Remote,4.0,71331,15.69,High,1,4,7,32.9,19,No,4,4,91.01,41,Yes,18.4,51,27,Left
E00801,47,Male,Single,Diploma,26.4,HR,Operations,Executive,Full-time,Remote,1.1,34832,23.43,None,5,5,9,63.2,15,Yes,2,1,99.59,46,Yes,2.4,50,8,Left
E00802,25,Female,Married,Bachelor,7.5,HR,Finance,Senior,Full-time,Remote,8.6,63878,12.41,None,5,2,14,69.5,19,Yes,4,5,36.75,51,No,10.2,40,9,Stayed
E00803,40,Female,Single,Bachelor,23.5,Sales,Finance,Executive,Contract,Hybrid,9.7,115720,11.03,Medium,1,1,4,49.8,1,Yes,4,1,21.3,54,No,18.3,20,14,Stayed
E00804,41,Male,Married,PhD,22.9,Engineer,Operations,Executive,Contract,Hybrid,4.1,79552,4.27,None,2,2,10,42.5,15,Yes,4,4,11.7,57,No,13.8,39,31,Left
E00805,54,Male,Married,Bachelor,31.6,Manager,IT,Senior,Contract,Hybrid,1.7,121549,17.84,None,2,2,11,63.8,2,No,3,4,91.17,7,Yes,2.0,15,56,Stayed
E00806,41,Female,Married,PhD,29.2,Engineer,Operations,Senior,Contract,Onsite,3.6,40728,24.84,Low,2,2,12,50.8,18,Yes,4,1,42.19,97,No,17.2,0,54,Stayed
E00807,33,Male,Single,Master,32.9,HR,Operations,Executive,Contract,Hybrid,8.2,19376,16.84,Low,2,3,9,48.0,6,Yes,2,3,54.31,22,Yes,5.1,43,11,Stayed
E00808,22,Female,Married,PhD,30.5,Analyst,Operations,Mid,Full-time,Onsite,5.9,94183,4.95,High,4,3,3,39.1,3,No,5,3,43.77,81,No,10.5,35,56,Stayed
E00809,47,Female,Married,Bachelor,30.5,Analyst,IT,Entry,Contract,Onsite,4.5,54932,19.84,Low,4,2,9,54.6,14,No,4,2,91.64,67,Yes,6.4,39,16,Stayed
E00810,35,Male,Single,High School,2.7,Consultant,Sales,Executive,Full-time,Onsite,4.0,79377,0.9,High,5,4,8,54.3,2,Yes,1,4,84.93,76,No,8.6,47,46,Left
E00811,59,Female,Married,PhD,29.7,Engineer,IT,Entry,Contract,Hybrid,2.0,98726,25.14,Low,5,4,6,40.5,3,No,2,3,90.66,29,No,19.0,17,8,Stayed
E00812,58,Male,Single,Diploma,21.5,Sales,Operations,Mid,Full-time,Hybrid,4.1,52220,27.64,High,4,5,11,38.5,0,No,2,1,48.68,41,No,3.3,43,17,Left
E00813,32,Male,Single,High School,13.6,Consultant,HR,Mid,Contract,Hybrid,5.2,81022,17.91,None,4,1,13,47.5,5,Yes,5,3,29.51,4,No,5.4,39,56,Left
E00814,57,Female,Married,PhD,2.4,Consultant,HR,Entry,Contract,Hybrid,7.1,82244,26.45,None,5,3,12,48.0,2,Yes,2,5,64.19,30,Yes,7.0,8,57,Left
E00815,34,Female,Single,Diploma,23.9,Analyst,Finance,Executive,Full-time,Remote,3.4,110607,2.54,Low,1,2,12,35.1,19,Yes,2,5,29.01,41,Yes,13.5,46,28,Stayed
E00816,24,Male,Single,High School,11.8,Engineer,Sales,Entry,Contract,Hybrid,9.1,28356,6.85,None,4,3,10,41.0,7,No,4,1,39.27,86,No,15.4,20,6,Stayed
E00817,54,Female,Single,PhD,16.6,Manager,Finance,Executive,Contract,Hybrid,5.4,51774,9.52,High,1,5,3,36.4,14,No,5,1,95.06,40,No,11.0,8,24,Stayed
E00818,27,Male,Married,Master,24.0,Sales,Finance,Senior,Contract,Hybrid,4.6,34414,23.2,Medium,3,4,10,66.1,6,Yes,4,4,88.4,83,No,12.1,54,12,Stayed
E00819,31,Female,Single,Diploma,32.0,Engineer,HR,Executive,Full-time,Hybrid,6.3,52070,14.53,Medium,1,4,4,33.0,6,No,5,5,49.34,58,No,9.6,11,48,Stayed
E00820,26,Female,Single,Master,29.0,Consultant,IT,Senior,Contract,Hybrid,2.5,129577,10.45,None,1,1,10,65.2,13,No,5,3,38.87,87,No,6.3,59,36,Left
E00821,44,Male,Single,Bachelor,16.0,HR,Finance,Senior,Contract,Remote,2.0,144702,4.74,None,4,1,11,51.1,4,Yes,4,2,62.1,6,No,11.9,36,11,Stayed
E00822,31,Male,Married,PhD,13.9,Consultant,Finance,Entry,Contract,Remote,4.1,139770,24.32,Low,3,5,4,56.6,14,Yes,2,1,78.67,61,Yes,6.8,23,44,Stayed
E00823,23,Male,Single,PhD,8.8,Engineer,Sales,Senior,Contract,Onsite,1.4,32321,0.62,Low,2,1,1,66.9,3,Yes,3,5,27.48,6,Yes,9.1,4,34,Stayed
E00824,34,Female,Married,Diploma,13.3,Analyst,HR,Entry,Contract,Onsite,4.4,86775,10.12,High,1,5,4,44.6,16,Yes,4,1,91.62,44,No,18.0,57,21,Left
E00825,23,Male,Single,PhD,4.3,Engineer,IT,Entry,Full-time,Hybrid,7.0,40458,7.28,High,3,3,14,58.1,5,No,5,3,26.88,38,No,18.4,12,14,Stayed
E00826,41,Male,Married,Bachelor,34.0,Manager,Sales,Mid,Full-time,Onsite,8.3,119203,3.87,Medium,3,2,10,56.9,12,No,4,3,64.91,17,No,6.2,34,6,Stayed
E00827,22,Female,Married,PhD,20.3,Sales,IT,Entry,Full-time,Remote,6.2,25200,5.16,High,4,4,14,69.5,17,No,2,5,59.49,90,No,8.6,35,37,Stayed
E00828,58,Female,Married,High School,4.9,Sales,IT,Mid,Full-time,Hybrid,7.2,18636,14.81,None,3,2,2,31.8,16,No,3,4,39.6,83,No,17.2,54,54,Left
E00829,30,Male,Single,Master,12.7,HR,Finance,Mid,Contract,Onsite,8.5,69881,12.78,None,2,3,4,48.2,9,Yes,2,4,60.53,96,Yes,18.8,25,5,Stayed
E00830,38,Male,Single,Bachelor,19.4,HR,Sales,Entry,Contract,Onsite,8.0,79775,15.55,Low,4,1,0,69.6,19,No,5,2,89.21,16,No,20.0,48,44,Left
E00831,30,Male,Single,Bachelor,18.9,Consultant,Finance,Executive,Full-time,Remote,3.9,84399,21.83,None,1,4,7,43.1,13,No,5,3,39.74,23,No,8.5,49,36,Left
E00832,32,Male,Married,Master,1.7,Engineer,Operations,Executive,Full-time,Hybrid,6.2,61956,26.77,High,4,1,8,68.6,19,No,5,1,89.67,56,Yes,8.6,30,57,Left
E00833,36,Female,Single,Master,33.3,Sales,IT,Entry,Full-time,Onsite,3.4,121556,3.55,High,1,2,8,62.7,0,No,5,3,15.64,82,Yes,11.4,43,48,Stayed
E00834,45,Female,Single,Bachelor,10.0,Analyst,Sales,Senior,Full-time,Remote,6.2,85316,2.48,Low,4,1,14,43.6,0,No,3,5,58.04,15,No,3.6,59,5,Stayed
E00835,59,Male,Married,Master,1.1,Manager,HR,Entry,Full-time,Hybrid,4.8,103456,9.61,High,3,5,7,31.2,16,Yes,3,2,36.36,64,Yes,14.1,52,50,Left
E00836,56,Male,Single,Diploma,3.1,Consultant,Finance,Senior,Contract,Remote,4.4,58631,16.39,Low,2,2,1,41.2,7,No,5,4,93.73,22,Yes,16.1,20,49,Left
E00837,51,Male,Single,Master,20.5,Engineer,Operations,Executive,Full-time,Hybrid,2.7,96280,3.0,None,4,1,1,34.9,16,Yes,4,4,14.24,2,No,16.6,58,18,Left
E00838,52,Female,Married,High School,5.3,Analyst,Operations,Senior,Contract,Hybrid,6.1,53039,21.48,Low,5,2,14,47.1,9,No,1,3,11.68,59,Yes,0.6,22,32,Stayed
E00839,26,Male,Married,High School,1.9,Engineer,Operations,Entry,Contract,Hybrid,7.6,41171,16.68,High,3,1,9,67.6,5,Yes,4,4,82.86,36,No,19.6,10,4,Stayed
E00840,35,Male,Single,Diploma,13.6,Analyst,Finance,Senior,Full-time,Remote,6.1,138901,22.45,High,4,1,4,50.5,6,No,4,1,76.57,66,No,11.9,55,46,Left
E00841,32,Female,Married,Master,22.0,Engineer,HR,Mid,Contract,Hybrid,1.6,52137,10.74,Medium,3,2,5,47.9,15,Yes,5,2,23.96,42,No,0.7,39,32,Stayed
E00842,30,Female,Single,High School,4.4,Engineer,Sales,Mid,Contract,Onsite,9.3,102387,12.03,Low,5,3,4,38.6,16,No,3,3,94.79,21,No,13.5,6,20,Stayed
E00843,55,Male,Single,PhD,11.3,Sales,IT,Entry,Contract,Hybrid,1.0,77771,24.23,High,3,2,11,54.9,6,Yes,3,2,88.65,52,No,6.3,54,14,Stayed
E00844,33,Male,Single,Master,14.9,Consultant,HR,Entry,Contract,Hybrid,9.0,87961,8.01,Medium,3,4,0,48.2,5,No,4,2,31.86,96,No,4.9,35,26,Stayed
E00845,56,Female,Single,Diploma,6.0,Engineer,Finance,Entry,Full-time,Remote,7.9,69628,11.44,None,4,4,11,60.9,10,Yes,4,3,71.6,79,No,19.9,51,29,Stayed
E00846,56,Male,Single,Master,18.0,Engineer,Sales,Executive,Contract,Hybrid,1.9,97152,0.4,None,3,3,0,50.6,5,No,4,4,48.57,44,No,1.1,47,4,Left
E00847,22,Male,Married,Bachelor,3.4,Consultant,IT,Executive,Contract,Onsite,3.1,118284,16.66,None,4,1,10,65.5,17,Yes,5,2,60.47,39,No,17.5,50,22,Stayed
E00848,43,Female,Married,Bachelor,2.1,Consultant,Sales,Executive,Full-time,Onsite,4.1,87535,25.54,None,2,2,7,61.3,8,Yes,2,5,81.19,77,No,18.9,18,45,Stayed
E00849,50,Female,Single,High School,18.4,HR,IT,Mid,Full-time,Hybrid,9.2,85434,0.84,None,5,1,11,35.8,3,Yes,1,5,66.77,47,No,7.6,20,40,Stayed
E00850,29,Female,Married,Bachelor,9.1,HR,IT,Senior,Full-time,Remote,9.8,65000,18.41,Low,1,1,4,35.4,8,No,5,4,18.47,89,No,9.6,29,20,Stayed
E00851,32,Male,Married,Diploma,3.8,Sales,Operations,Mid,Contract,Onsite,1.8,139509,25.36,None,5,4,7,31.0,2,Yes,1,5,64.55,77,Yes,13.0,55,0,Stayed
E00852,58,Female,Single,High School,15.1,Consultant,Finance,Senior,Full-time,Remote,4.6,44767,14.82,High,3,2,10,44.8,2,Yes,2,2,26.69,85,Yes,1.0,6,8,Stayed
E00853,35,Female,Married,Diploma,32.1,Manager,HR,Senior,Contract,Hybrid,2.3,72289,9.39,High,4,5,11,32.2,13,Yes,2,5,50.12,42,Yes,13.3,9,54,Stayed
E00854,51,Male,Married,Diploma,25.5,Sales,Operations,Entry,Full-time,Remote,3.5,74215,29.9,None,1,4,10,48.0,3,No,5,1,45.35,30,No,2.7,20,33,Stayed
E00855,56,Male,Single,Bachelor,28.6,Analyst,Operations,Entry,Contract,Hybrid,9.8,91029,1.94,None,1,1,13,39.7,12,No,3,5,17.53,14,No,0.7,58,31,Left
E00856,42,Female,Single,Bachelor,30.6,Consultant,Sales,Executive,Full-time,Hybrid,9.9,48459,6.31,Medium,3,1,13,49.9,15,No,3,1,18.92,22,Yes,1.7,22,47,Stayed
E00857,58,Female,Single,Diploma,34.1,HR,IT,Entry,Full-time,Remote,5.2,127059,26.56,Low,1,5,13,36.3,7,No,1,5,80.89,85,Yes,4.8,48,5,Stayed
E00858,26,Male,Single,Bachelor,26.8,Engineer,IT,Mid,Contract,Onsite,2.6,16703,8.92,High,4,1,2,52.0,13,No,3,2,61.84,8,No,8.4,26,22,Left
E00859,40,Male,Single,Bachelor,21.5,Consultant,Sales,Mid,Full-time,Hybrid,5.9,20227,24.6,High,3,3,10,68.7,4,No,4,5,97.63,87,No,17.7,14,38,Stayed
E00860,35,Female,Single,Bachelor,13.1,Consultant,Finance,Mid,Full-time,Hybrid,3.9,59339,10.0,High,5,5,4,55.5,2,No,4,5,95.63,55,No,9.3,38,15,Stayed
E00861,47,Female,Single,Master,6.8,HR,IT,Entry,Contract,Hybrid,9.4,67584,24.36,High,3,1,10,52.6,14,Yes,2,5,27.16,94,Yes,8.1,56,16,Stayed
E00862,25,Male,Married,Diploma,24.2,HR,Operations,Entry,Full-time,Onsite,8.4,123698,20.57,None,3,4,12,61.5,4,No,5,2,87.0,0,No,4.5,44,13,Left
E00863,46,Female,Single,PhD,34.8,Manager,Operations,Senior,Full-time,Onsite,3.8,19661,14.06,None,1,4,1,30.2,13,No,3,4,39.35,37,Yes,20.0,28,14,Stayed
E00864,46,Male,Married,Diploma,16.6,Sales,IT,Senior,Contract,Hybrid,1.2,94070,15.69,Low,2,3,7,41.3,7,No,2,4,25.49,43,Yes,13.5,55,46,Stayed
E00865,39,Female,Married,High School,25.5,HR,IT,Entry,Contract,Onsite,10.0,116741,5.33,Medium,1,5,10,69.5,10,Yes,4,1,50.66,57,No,9.3,28,41,Left
E00866,29,Male,Single,Bachelor,17.6,HR,Finance,Mid,Full-time,Remote,7.2,78396,3.48,None,2,5,0,61.3,0,No,3,5,35.67,56,Yes,6.8,15,3,Left
E00867,35,Male,Married,Bachelor,15.4,HR,IT,Entry,Full-time,Remote,4.8,66900,21.51,High,3,1,4,33.6,18,Yes,3,2,55.77,76,No,9.7,29,37,Left
E00868,53,Female,Married,PhD,14.7,Sales,Finance,Executive,Contract,Remote,3.6,113091,25.46,Medium,3,1,6,43.1,1,Yes,5,3,68.3,41,No,15.2,6,41,Stayed
E00869,59,Female,Married,High School,17.9,Engineer,Operations,Executive,Contract,Remote,1.0,88050,21.66,High,5,2,9,47.6,2,No,3,1,37.29,10,No,6.8,59,52,Stayed
E00870,54,Male,Single,Master,13.2,Consultant,Finance,Mid,Full-time,Hybrid,2.4,15851,27.39,Low,1,3,4,67.4,16,No,3,3,58.97,4,Yes,5.9,27,59,Stayed
E00871,44,Female,Married,Diploma,26.3,Consultant,IT,Executive,Contract,Remote,1.1,116012,26.7,None,5,5,14,53.4,6,No,5,2,66.31,63,Yes,4.9,20,25,Stayed
E00872,36,Female,Married,Master,30.7,HR,HR,Entry,Full-time,Onsite,6.4,149940,23.35,Low,4,1,2,33.1,10,No,1,5,65.45,5,Yes,7.9,29,5,Stayed
E00873,54,Female,Single,High School,31.0,Sales,IT,Entry,Full-time,Hybrid,7.0,138662,26.94,High,3,5,12,50.4,15,Yes,3,4,93.2,94,No,1.1,1,55,Stayed
E00874,46,Male,Married,PhD,8.4,Manager,HR,Senior,Contract,Onsite,7.9,120813,5.02,None,5,3,3,41.6,17,Yes,5,5,68.37,80,Yes,15.0,13,25,Left
E00875,38,Female,Married,High School,31.4,HR,Operations,Executive,Contract,Remote,2.7,89070,21.94,None,4,4,11,43.5,18,Yes,2,2,39.93,31,Yes,19.1,35,31,Stayed
E00876,54,Female,Married,PhD,12.3,Sales,Sales,Executive,Contract,Hybrid,1.9,30683,22.61,None,2,3,8,34.6,19,No,2,2,18.51,89,No,18.2,49,18,Left
E00877,23,Male,Married,Master,11.2,Sales,Operations,Executive,Contract,Hybrid,6.9,82322,4.62,None,1,5,4,48.4,9,No,4,1,53.81,30,Yes,15.4,3,49,Left
E00878,35,Female,Married,Master,25.6,Manager,Operations,Executive,Full-time,Hybrid,5.5,93399,27.29,Low,4,1,2,56.8,11,Yes,5,1,61.84,26,No,14.1,34,43,Stayed
E00879,27,Female,Single,High School,11.0,Sales,Operations,Mid,Contract,Remote,8.9,18748,0.26,None,1,5,10,60.4,13,No,3,2,60.06,25,No,6.3,36,37,Stayed
E00880,27,Male,Married,High School,2.3,Consultant,Finance,Mid,Full-time,Onsite,5.8,119950,13.04,Medium,3,2,6,57.8,7,No,2,2,59.51,82,Yes,2.6,51,44,Left
E00881,24,Male,Single,Bachelor,13.4,Manager,Operations,Entry,Full-time,Hybrid,5.0,103629,0.64,None,2,3,5,56.4,6,Yes,3,2,43.78,51,No,9.1,42,22,Stayed
E00882,28,Female,Married,PhD,25.4,Manager,Sales,Executive,Full-time,Onsite,5.4,136471,15.7,High,3,2,13,64.8,12,Yes,5,1,96.2,72,No,17.0,1,9,Stayed
E00883,29,Female,Single,Bachelor,11.8,Analyst,IT,Senior,Full-time,Remote,8.0,117100,12.36,Low,4,5,11,43.3,12,No,2,1,65.17,63,Yes,11.1,19,45,Stayed
E00884,36,Male,Single,Diploma,22.2,Manager,HR,Entry,Full-time,Remote,1.2,67022,18.69,Medium,2,5,14,38.6,6,Yes,4,2,30.01,55,No,14.4,5,56,Stayed
E00885,50,Male,Single,Diploma,23.3,Manager,Operations,Entry,Contract,Onsite,9.3,51646,22.99,High,4,2,12,33.6,12,No,2,3,10.58,46,Yes,18.4,31,39,Left
E00886,54,Female,Married,High School,25.8,Engineer,HR,Mid,Contract,Hybrid,7.4,149988,23.06,None,1,1,14,36.6,8,No,4,5,61.32,7,Yes,13.8,38,13,Stayed
E00887,51,Female,Married,Master,31.5,Consultant,Operations,Entry,Full-time,Onsite,9.0,72527,21.67,High,3,1,2,36.0,5,No,5,3,77.17,4,Yes,1.8,17,9,Stayed
E00888,48,Female,Married,Diploma,15.4,HR,Finance,Senior,Contract,Hybrid,9.6,140024,3.06,Low,1,3,9,66.5,0,Yes,1,1,19.85,50,Yes,2.3,30,28,Left
E00889,57,Male,Married,Diploma,6.2,Analyst,HR,Executive,Contract,Hybrid,3.0,91980,12.52,Low,2,2,2,37.2,18,Yes,5,1,51.97,20,No,2.1,4,8,Stayed
E00890,50,Female,Married,Bachelor,11.5,Manager,Operations,Entry,Full-time,Onsite,6.2,48170,24.48,None,5,3,12,33.8,16,No,4,3,97.49,22,Yes,7.5,51,21,Left
E00891,59,Male,Single,Bachelor,15.4,Engineer,Operations,Senior,Full-time,Hybrid,5.4,72316,19.63,Medium,1,3,3,46.0,1,No,3,3,54.49,63,Yes,6.1,12,3,Left
E00892,54,Male,Single,Diploma,25.1,Engineer,Sales,Mid,Contract,Hybrid,5.8,96357,20.43,Low,2,4,9,36.8,18,Yes,2,4,86.82,55,Yes,2.6,0,24,Stayed
E00893,58,Male,Single,High School,1.0,Sales,Sales,Mid,Full-time,Hybrid,1.4,88963,6.81,Low,2,3,2,35.2,10,No,2,3,22.66,82,Yes,8.1,5,46,Stayed
E00894,48,Female,Married,Bachelor,11.4,HR,Sales,Executive,Contract,Remote,9.2,48373,9.75,Medium,4,3,5,44.5,3,Yes,4,3,50.68,62,Yes,4.3,52,16,Stayed
E00895,54,Female,Married,Diploma,27.4,HR,Finance,Entry,Contract,Hybrid,9.6,68162,28.67,None,1,4,0,66.8,1,Yes,2,4,41.81,49,Yes,8.0,38,49,Stayed
E00896,25,Female,Single,Master,23.6,Consultant,HR,Senior,Full-time,Onsite,7.2,107221,25.41,High,3,3,0,31.2,2,Yes,4,5,12.54,9,Yes,9.2,33,33,Left
E00897,43,Male,Married,Bachelor,25.7,Sales,Finance,Mid,Contract,Remote,3.3,73596,4.95,None,1,3,6,38.3,16,Yes,3,3,56.9,98,No,0.6,15,46,Stayed
